扬州长白芹: 	江苏省:S-Ns 江苏省:S-Ns 高达:S-Nh 
湘杏98: 	
夏秀2000: 	夏秀2000:S-Nh 浙江省:B-Ni 农科院:E-Ni 
加工菜豆1号: 	法国:S-Ns 
奥两优76: 	湖南省:S-Ns 湖南:B-Ni 怀化:I-Ni 奥谱隆:I-Ni 作物:I-Ni 育种:I-Ni 工程:I-Ni 研究所:E-Ni 湖南省:S-Ns 
博II优668: 	
奥两优二八: 	湖南:B-Ni 怀化:I-Ni 奥谱隆:I-Ni 作物:I-Ni 育种:I-Ni 工程:I-Ni 研究所:E-Ni 江西:B-Ns 湖南:I-Ns 湖北:I-Ns 安徽:I-Ns 长江:E-Ns 
炳1A: 	
博优云三: 	博优云三:S-Nh 广东:B-Ni 华茂高科:I-Ni 种业:I-Ni 有限公司:E-Ni 广东省:S-Ns 
博优820: 	广西:B-Ni 金:I-Ni 稻子:I-Ni 种业:I-Ni 有限公司:E-Ni 
白粳1号: 	
博优2155: 	
C两优396: 	高感褐飞:S-Nh 
川香3号: 	四川省:B-Ni 农业:I-Ni 科学院:I-Ni 作物:I-Ni 四川:I-Ni 天宇:I-Ni 种业:I-Ni 有限责任:I-Ni 公司:E-Ni 
川香优2号: 	四川省:B-Ni 农科院:I-Ni 作物:I-Ni 研究所:I-Ni 四川:I-Ni 华丰:I-Ni 种业:I-Ni 有限公司:E-Ni 川东:B-Ns 川南:I-Ns 重庆:I-Ns 贵州:I-Ns 广西:I-Ns 云南:I-Ns 安徽:I-Ns 湖北:I-Ns 长江:E-Ns 
春优二号: 	中国:B-Ni 水稻:I-Ni 研究所:I-Ni 浙江:I-Ni 农科:I-Ni 种业:I-Ni 有限公司:E-Ni 长江:S-Ns 浙江:B-Ns 上海:I-Ns 江苏:E-Ns 湖北:S-Ns 安徽:S-Ns 
楚粳27号: 	楚雄州:B-Ni 农科所:E-Ni 保山市:B-Ni 农科所:E-Ni 
川优九五二七: 	
川香9838: 	汕优:S-Ns 汕优:S-Ns 
灿型杂交水稻: 	中国:S-Ns 美国:S-Ns 
川优75535: 	四川省:B-Ni 农科院:E-Ni 系川:S-Ns 四川省:B-Ns 平坝:I-Ns 丘陵区:E-Ns 
川农优527: 	四川:B-Ni 农业大学:I-Ni 水稻:I-Ni 研究所:I-Ni 四川:I-Ni 农业大学:I-Ni 正红:I-Ni 种业:I-Ni 有限责任:I-Ni 公司:E-Ni 
川江优3号: 	四川:S-Ns 四川:B-Ni 科杏:I-Ni 种业:I-Ni 有限责任:I-Ni 公司:E-Ni 四川:B-Ni 科杏:I-Ni 种业:I-Ni 有限责任:I-Ni 公司:E-Ni 汕优:S-Ns 安徽:S-Ns 滁州:B-Ni 种子公司:I-Ni 四川:I-Ni 隆平:I-Ni 高科:I-Ni 云南:I-Ni 红河州:I-Ni 农科所:I-Ni 实验:E-Ni 湖北省:S-Ns 
D奇宝优1号: 	D奇宝优1号:B-Ni 福建:I-Ni 尤溪:I-Ni 良种:I-Ni 生化:E-Ni 
D优527: 	中国:S-Ns 
鄂晚16: 	湖北省:B-Ni 孝感市:I-Ni 农科所:E-Ni 
eK优10号: 	金谷:S-Nh 
eK优4号: 	叶挺:S-Nh 江西省:S-Ns 金优:S-Nh 金优:S-Nh 金优:S-Nh 
富优二一: 	贵州:B-Ns 湖南:I-Ns 湖北:I-Ns 重庆:I-Ns 武陵山:E-Ns 
福优77: 	福建省:S-Ns 
福优晚3: 	福州:S-Ns 闽西北:S-Ns 
福优964: 	福建省:S-Ns 
春江糯2号: 	春江糯2号:B-Ni 中国:I-Ni 水稻:I-Ni 研究所:E-Ni 中熟:S-Ns 
菲优600: 	浙江省:S-Ns 
丰美占: 	广东省:B-Ni 农业:I-Ni 科学院:I-Ni 水稻:I-Ni 研究所:E-Ni 华南:S-Ns 
丰莉丝苗: 	广东省:B-Ns 中南:E-Ns 
富优2号水稻: 	四川:S-Ns 
辐优151: 	江油市:B-Ni 农业:I-Ni 科学:I-Ni 研究所:I-Ni 成都市:I-Ni 南方:I-Ni 杂交:I-Ni 水稻:I-Ni 研究所:E-Ni 江恢:S-Nh 四川省:S-Ns 四川省:S-Ns 重庆市:S-Ns 湖南省:S-Ns 四川省:S-Ns 
福龙两优863: 	福建省:B-Ns 龙岩市:E-Ns 
丰登1号: 	
丰丝占: 	广东省:S-Ns 
丰中占: 	
丰优128: 	叶鞘:S-Nh 
富优6号水稻: 	四川:S-Ns 长江:S-Ns 广西:S-Ns 
丰优丝苗: 	丰优丝苗:B-Ni 广东省:I-Ni 农业:I-Ni 科学院:I-Ni 水稻:I-Ni 研究所:E-Ni 
富优1号水稻: 	
丰优638: 	
丰两优晚三: 	丰两优晚三:S-Nh 江西:B-Ns 湖南:I-Ns 浙江:I-Ns 湖北:I-Ns 安徽:I-Ns 长江:E-Ns 
丰秀占: 	广东省:S-Ns 广东省:S-Ns 
国稻9号: 	长江:S-Ns 
广超丝苗: 	农业部:S-Ni 武汉:S-Ns 
桂农占: 	
国稻3号: 	国稻3号:B-Ni 中国:I-Ni 水稻:I-Ni 研究所:E-Ni 江西省:B-Ns 浙江省:E-Ns 
国稻1号: 	国稻1号:B-Ni 原名:I-Ni 中优:E-Ni 中国:B-Ni 水稻:I-Ni 研究所:E-Ni 江西省:S-Ns 华南:B-Ns 闽南:E-Ns 
冈优177: 	冈优177:S-Nh 四川省:B-Ni 农科院:I-Ni 作物:I-Ni 研究所:I-Ni 四川:I-Ni 华丰:I-Ni 种业:I-Ni 有限责任:I-Ni 公司:E-Ni 
谷优1259: 	谷优1259:S-Nh 三明市:B-Ni 农科所:E-Ni 福建省:B-Ni 农科院:I-Ni 水稻:I-Ni 研究所:E-Ni 广东省:B-Ns 韶关市:E-Ns 
冈优615: 	冈优:S-Nh 
广优2643: 	农业部:S-Ni 广优2643:S-Nh 农业部:S-Ni 贵州:B-Ns 湖南:I-Ns 湖北:I-Ns 重庆:I-Ns 武陵山:E-Ns 福建省:S-Ns 农业部:S-Ni 
华两优69: 	华两优69:B-Ni 原名:I-Ni 华籼优:I-Ni 5549:I-Ni 江苏省:I-Ni 徐州:I-Ni 大华:I-Ni 种业:I-Ni 有限公司:E-Ni 江苏省:B-Ni 大华:I-Ni 种业:I-Ni 集团:I-Ni 有限公司:E-Ni 
固广占: 	
淦鑫203: 	长江:S-Ns 金优:S-Nh 
华优418: 	江苏省:B-Ni 大华:I-Ni 种业:I-Ni 集团:I-Ni 有限公司:E-Ni 
赣引5号: 	
贵优2号: 	贵州大学:B-Ni 水稻:I-Ni 研究所:I-Ni 贵州省:I-Ni 种子:I-Ni 总站:E-Ni 贵州:S-Ns 叶鞘:S-Nh 
合美占: 	
淮优粳2号: 	淮优粳2号:B-Ni 江苏:I-Ni 
